ScientistName#preparation#date#components#login#password
Чачкин Владислав Денисович#Небиволол#1474-01-02#Chemical_85 Chemical_98 Chemical_94#Чачкин_ВД#nnHQbPndJi
Тайдаков Виталий Романович#Габапентин#1154-10-13#Chemical_10 Chemical_61 Chemical_4#Тайдаков_ВР#PBdCc7OJ9E
Бояршинов Алексей Адамович#Ингавирин#1907-06-08#Chemical_32 Chemical_35 Chemical_22#Бояршинов_АА#k2mKl6BD5Q
Докшукина Оксана Петровна#Пилипен#1491-03-01#Chemical_93 Chemical_32 Chemical_8#Докшукина_ОП#pxfJb9F9sw
Бганцева Клавдия Егоровна#Левофлоксацин#1306-02-15#Chemical_18 Chemical_16 Chemical_12#Бганцева_КЕ#iVMvycvdOl
Чубокова Виолетта Валерьевна#Бактрим#1103-03-12#Chemical_6 Chemical_72 Chemical_15#Чубокова_ВВ#VBIqpCudSS
Голощапов Станислав Яковлевич#Азитромицин#1419-08-05#Chemical_17 Chemical_73 Chemical_39#Голощапов_СЯ#596QKQJwO6
Лукьянцев Эдуард Евгеньевич#Оксикодон#1320-05-12#Chemical_40 Chemical_66 Chemical_81#Лукьянцев_ЭЕ#rvko3lfxNZ
Мазаркина Инна Сергеевна#Урсофальк#1174-11-25#Chemical_96 Chemical_27 Chemical_81#Мазаркина_ИС#ULmAt8ef88
Иманалин Борис Кириллович#Сульфасалазин#1684-08-28#Chemical_53 Chemical_71 Chemical_80#Иманалин_БК#bPzIa689dB
Поканкина Марина Михайловна#Глюкозамин#1008-12-26#Chemical_2 Chemical_85 Chemical_55#Поканкина_ММ#nS3qbdaUDe
Такинова Жанна Эдуардовна#Тикалиптин#1257-06-04#Chemical_2 Chemical_60 Chemical_35#Такинова_ЖЭ#6sJn8Et5NM
Клецкина Виктория Яковлевна#Ёжик#1800-08-04#Chemical_32 Chemical_18 Chemical_21#Клецкина_ВЯ#eDthaGQLlc
Космынин Константин Павлович#Мидокалм#1380-09-07#Chemical_63 Chemical_19 Chemical_25#Космынин_КП#9dQy6jsIcF
Курцапов Виктор Иванович#Витамин С#1104-12-05#Chemical_11 Chemical_22 Chemical_63#Курцапов_ВИ#e4g527TDZ2
Шарафанова Виктория Егоровна#Протоник#1004-04-20#Chemical_9 Chemical_97 Chemical_88#Шарафанова_ВЕ#Jq95MNxIdh
Лушаков Руслан Василиевич#Омепразол#1128-03-25#Chemical_12 Chemical_17 Chemical_62#Лушаков_РВ#6PzVrDODwC
Балченкова Оксана Вадимовна#Ранитидин#1438-04-13#Chemical_9 Chemical_16 Chemical_4#Балченкова_ОВ#yFosPpgUVS
Комаровцев Михаил Максимович#Оксикодон#1424-12-02#Chemical_6 Chemical_45 Chemical_21#Комаровцев_ММ#4oDsikvEkh
Машурцева Алена Кирилловна#Левотироксин#1548-02-02#Chemical_42 Chemical_6 Chemical_92#Машурцева_АК#NqpzeQTjgA
Алшибекова Вероника Леонидовна#Преднизолон#1231-04-18#Chemical_64 Chemical_29 Chemical_68#Алшибекова_ВЛ#KFdNQd6Six
Карликов Федор Викторович#Ацетилсалициловая кислота#1340-05-22#Chemical_56 Chemical_36 Chemical_38#Карликов_ФВ#tk1xIDOx24
Махначев Павел Максимович#Урсофальк#0903-09-18#Chemical_33 Chemical_5 Chemical_47#Махначев_ПМ#Vf7YlLrNpZ
Мухоткин Валентин Кириллович#Пилипен#1051-12-04#Chemical_41 Chemical_17 Chemical_15#Мухоткин_ВК#ShIdlW9W9Y
Ведмедова Раиса Дмитриевна#Бетаин#1312-08-23#Chemical_78 Chemical_84 Chemical_23#Ведмедова_РД#GPk0R7i4A8
Отовина Любовь Игоревна#Индометацин#1600-11-20#Chemical_44 Chemical_90 Chemical_85#Отовина_ЛИ#xC3BbKlrpN
Алавердиев Степан Олегович#Росувастатин#1710-06-20#Chemical_8 Chemical_73 Chemical_53#Алавердиев_СО#ubZWVJEHEx
Хотькова Виктория Игоревна#Сертралин#1015-01-18#Chemical_77 Chemical_22 Chemical_2#Хотькова_ВИ#e5XxKJ3y9z
Болхова Яна Никитична#Валидол#1988-08-09#Chemical_27 Chemical_66 Chemical_94#Болхова_ЯН#99XFbvSlMY
Савыкин Геннадий Георгиевич#Тианептин#1002-05-22#Chemical_46 Chemical_14 Chemical_72#Савыкин_ГГ#nunuuWuzWw
Бобова Марина Вадимовна#Виагра#1968-03-15#Chemical_33 Chemical_16 Chemical_31#Бобова_МВ#qJV83dJV7V
Будрецова Клавдия Вадимовна#Сертралин#1664-01-24#Chemical_61 Chemical_38 Chemical_92#Будрецова_КВ#vGN13OTHiI
Мятов Алексей Юриевич#Рамиприл#1425-08-18#Chemical_72 Chemical_56 Chemical_10#Мятов_АЮ#JyqxenYIm9
Кувецкая Валерия Леонидовна#Гидрохлоротиазид#1422-08-22#Chemical_17 Chemical_69 Chemical_59#Кувецкая_ВЛ#fLgqGgAgY1
Буралкина Екатерина Аркадьевна#Омега-3 кислоты#1873-05-13#Chemical_72 Chemical_28 Chemical_90#Буралкина_ЕА#y0SRDqpL6s
Хихеткин Артур Евгеньевич#Азитромицин#1705-12-14#Chemical_39 Chemical_80 Chemical_63#Хихеткин_АЕ#N0ZZ6KVhSP
Майоркин Николай Фёдорович#Бисакодил#1587-07-04#Chemical_8 Chemical_2 Chemical_54#Майоркин_НФ#YufiKtW3oX
Кудисов Леонид Фёдорович#Триптаны#1862-02-05#Chemical_14 Chemical_99 Chemical_4#Кудисов_ЛФ#XBzUpPfqdc
Калмыков Эдуард Георгиевич#Лоразепам#1256-01-24#Chemical_59 Chemical_99 Chemical_20#Калмыков_ЭГ#kteHO0vbDq
Бетова Наталья Василевна#Дектанол#1422-04-20#Chemical_38 Chemical_61 Chemical_89#Бетова_НВ#u253mj2mFu
Искуснова Алла Максимовна#Золедроновая кислота#1269-06-24#Chemical_80 Chemical_10 Chemical_51#Искуснова_АМ#sieYLd7Yw1
Ващугина Надежда Петровна#Метформин#1166-02-10#Chemical_11 Chemical_45 Chemical_38#Ващугина_НП#AWUxIC5aRE
Каинкова Виктория Валерьевна#Амлодипин#1718-05-07#Chemical_3 Chemical_98 Chemical_89#Каинкова_ВВ#iE6qfC0IJH
Заиров Кирилл Максимович#Пропанолол#1288-01-06#Chemical_27 Chemical_70 Chemical_95#Заиров_КМ#M1PLU8TRMF
Хайзникова Дарья Сергеевна#Пилипен#1987-10-10#Chemical_97 Chemical_82 Chemical_99#Хайзникова_ДС#nXXR7nXPeP
Литвинцов Степан Яковлевич#Ниссан#1343-04-25#Chemical_57 Chemical_33 Chemical_36#Литвинцов_СЯ#287IZAIv1L
Кушаев Геннадий Игоревич#Диклофенак#1001-05-07#Chemical_16 Chemical_48 Chemical_94#Кушаев_ГИ#gmyNrjQ6yE
Шинякова Светлана Егоровна#Зинорам#1157-11-16#Chemical_26 Chemical_5 Chemical_8#Шинякова_СЕ#CJ0c0ghDYp
Федулин Альберт Иванович#Амоксиклав#1063-06-15#Chemical_78 Chemical_30 Chemical_55#Федулин_АИ#LMbbYHxo15
Одноценова Мария Василевна#Бактрим#1426-04-13#Chemical_14 Chemical_19 Chemical_45#Одноценова_МВ#aEKF2KrMiT
Любарцев Борис Викторович#Амитриптилин#1655-01-24#Chemical_81 Chemical_12 Chemical_93#Любарцев_БВ#pekhQK33Ab
Османова Екатерина Егоровна#Миртазапин#1509-03-03#Chemical_96 Chemical_72 Chemical_69#Османова_ЕЕ#KfDGWRQUCb
Потрягина Кристина Романовна#Пропанолол#1060-03-02#Chemical_58 Chemical_14 Chemical_83#Потрягина_КР#eHFAA5Uu8Q
Балуев Семён Антонович#Норматен#1662-11-07#Chemical_95 Chemical_58 Chemical_71#Балуев_СА#Nnh68JUevN
Екимовский Владислав Фёдорович#Венолайфт#0926-06-22#Chemical_59 Chemical_56 Chemical_77#Екимовский_ВФ#uuUhu0Jm89
Шпанина Маргарита Максимовна#Пентоксифиллин#1432-09-20#Chemical_12 Chemical_22 Chemical_37#Шпанина_ММ#YbJSOcG3ym
Пошнагова Юлия Кирилловна#Железа препараты#1815-11-04#Chemical_61 Chemical_38 Chemical_2#Пошнагова_ЮК#y7sqLHnttv
Кудинкова Ирина Михайловна#Кандесартан#1580-12-23#Chemical_90 Chemical_100 Chemical_60#Кудинкова_ИМ#u1sbE28fS0
Водоморина Софья Яковлевна#Метопролол#1599-06-03#Chemical_33 Chemical_79 Chemical_68#Водоморина_СЯ#R4nAxGSM3d
Липезина Анна Алексеевна#Тианептин#1244-04-02#Chemical_17 Chemical_84 Chemical_70#Липезина_АА#txyJDpMlrK
Илалов Тарас Яковлевич#Допамин#1025-05-04#Chemical_51 Chemical_21 Chemical_67#Илалов_ТЯ#oSR6AsF7ur
Лакушова Тамара Ивановна#Бетаин#1016-09-01#Chemical_91 Chemical_90 Chemical_42#Лакушова_ТИ#etuuzZYjOc
Ярмизина Алиса Богдановна#Живина#1120-09-19#Chemical_11 Chemical_15 Chemical_69#Ярмизина_АБ#VmGYOZtGUM
Зулков Станислав Антонович#Валацикловир#1630-11-10#Chemical_7 Chemical_61 Chemical_87#Зулков_СА#XoW5FHLCRL
Кочурин Евгений Данилович#Транексамовая кислота#1574-01-11#Chemical_97 Chemical_25 Chemical_5#Кочурин_ЕД#NVUlEwnMJZ
Череватова Вероника Вадимовна#Кандесартан#0998-12-19#Chemical_39 Chemical_85 Chemical_90#Череватова_ВВ#h2tzo2DCwZ
Курьянская Любовь Федоровна#Железа препараты#1432-03-23#Chemical_31 Chemical_72 Chemical_15#Курьянская_ЛФ#8vOzrG2zg2
Бачалдина Яна Максимовна#Урсофальк#1492-06-18#Chemical_16 Chemical_96 Chemical_33#Бачалдина_ЯМ#l4U6ISsJSY
Наруцкая Катерина Андреевна#Венолайфт#0951-01-04#Chemical_84 Chemical_47 Chemical_3#Наруцкая_КА#JOyIfV6Hpu
Набилкова Софья Борисовна#Дексаметазон#1625-08-25#Chemical_6 Chemical_96 Chemical_4#Набилкова_СБ#aj3am4Wbye
Меркулов Андрей Аркадиевич#Мелоксикам#1905-09-07#Chemical_46 Chemical_74 Chemical_56#Меркулов_АА#xDjaPqq1d9
Скитский Вадим Викторович#Лоразепам#1725-10-11#Chemical_14 Chemical_81 Chemical_84#Скитский_ВВ#J4FBgplfjY
Шаульская Надежда Максимовна#Дектанол#1077-04-05#Chemical_27 Chemical_31 Chemical_39#Шаульская_НМ#J5OqHO8oFG
Распевин Константин Валериевич#Гидрохлоротиазид#1634-09-05#Chemical_31 Chemical_94 Chemical_68#Распевин_КВ#ysiLRFQHHI
Агешкин Александр Романович#Бетаметазон#1403-04-27#Chemical_97 Chemical_18 Chemical_58#Агешкин_АР#1CIebh1c6A
Хайдина Маргарита Алексеевна#Бромгексин#1448-08-07#Chemical_71 Chemical_18 Chemical_99#Хайдина_МА#Mn1lOsWKZD
Духиева Алла Никитична#Гидрохлоротиазид#1163-04-13#Chemical_64 Chemical_11 Chemical_44#Духиева_АН#4EzFjL2XIy
Щуринова Ольга Вадимовна#Валацикловир#1171-09-14#Chemical_1 Chemical_26 Chemical_84#Щуринова_ОВ#FioHmW0ddH
Кеплина Наталия Борисовна#Витамин С#1811-03-23#Chemical_49 Chemical_75 Chemical_27#Кеплина_НБ#iwz1ESflHn
Шелмаков Георгий Николаевич#Золаир#1188-05-12#Chemical_93 Chemical_31 Chemical_58#Шелмаков_ГН#Tb4VSCcsXp
Лошадина Екатерина Евгеньевна#Жасмин#1783-12-14#Chemical_11 Chemical_44 Chemical_39#Лошадина_ЕЕ#aTqSTXBlH5
Ароматова Анастасия Максимовна#Железа препараты#1239-07-25#Chemical_47 Chemical_7 Chemical_75#Ароматова_АМ#rNlpBrKDcX
Голыбина Оксана Михайловна#Евалар солгар мультивитамини#2022-02-08#Chemical_100 Chemical_14 Chemical_94#Голыбина_ОМ#03WPPFhZMV
Кувыршина Валерия Игоревна#Золекс#1630-01-01#Chemical_64 Chemical_71 Chemical_27#Кувыршина_ВИ#yrqcMoeuoA
Хитьков Анатолий Петрович#Аллопуринол#1519-07-04#Chemical_87 Chemical_96 Chemical_19#Хитьков_АП#nM7ZkWBOBw
Шибилкин Яков Кириллович#Антациды#1518-10-06#Chemical_83 Chemical_15 Chemical_80#Шибилкин_ЯК#PYYYWdyM3x
Кереметин Вячеслав Тимофеевич#Зинорам#1637-04-21#Chemical_83 Chemical_25 Chemical_38#Кереметин_ВТ#oGViFIA8kt
Брокина Дарья Олеговна#Ацетилсалициловая кислота#1327-01-03#Chemical_8 Chemical_68 Chemical_90#Брокина_ДО#G1rjqAwgNN
Ачин Герасим Данилович#Гидрохлоротиазид#1014-01-22#Chemical_18 Chemical_70 Chemical_37#Ачин_ГД#ZmgAQiiRbw
Тановицкий Тарас Виталиевич#Тикалиптин#1762-03-15#Chemical_55 Chemical_91 Chemical_31#Тановицкий_ТВ#vojtI9s4mz
Беломожнов Михаил Романович#Левотироксин#1072-09-24#Chemical_46 Chemical_12 Chemical_12#Беломожнов_МР#LBcW4E6FLZ
Хорошилин Кирилл Фёдорович#Мезим#1820-07-08#Chemical_16 Chemical_44 Chemical_52#Хорошилин_КФ#4lR1ywEhrA
Киржанкова Алиса Вадимовна#Виалар#1652-12-11#Chemical_76 Chemical_49 Chemical_89#Киржанкова_АВ#wtX5ee2CM7
Цуканов Иван Иванович#Венолайфт#1674-07-26#Chemical_9 Chemical_26 Chemical_26#Цуканов_ИИ#KoOhazcUKE
Потешных Дмитрий Иванович#Колчицин#1097-08-05#Chemical_97 Chemical_4 Chemical_22#Потешных_ДИ#gGzyZEkazy
Суряднова Виолетта Богдановна#Протоник#1700-07-01#Chemical_88 Chemical_25 Chemical_95#Суряднова_ВБ#1c3LB5Pcg3
Кажайкина Карина Эдуардовна#Парацетамол#1254-11-19#Chemical_52 Chemical_10 Chemical_70#Кажайкина_КЭ#r2JlakAO7o
Рабовский Дмитрий Яковлевич#Витамин С#0924-02-08#Chemical_35 Chemical_80 Chemical_55#Рабовский_ДЯ#64aJLZe0RE
Едамов Аркадий Тимофеевич#Амоксициллин#1567-10-19#Chemical_10 Chemical_40 Chemical_23#Едамов_АТ#aSOdGhINtZ
Столбова София Василевна#Атенолол#0940-07-17#Chemical_47 Chemical_34 Chemical_45#Столбова_СВ#x8DwYs12LA
Смаркин Семён Андреевич#Золаир#1973-12-11#Chemical_66 Chemical_71 Chemical_50#Смаркин_СА#6tQC9hreA5
Колтакова Алиса Максимовна#Иммунивит#1056-07-16#Chemical_52 Chemical_1 Chemical_80#Колтакова_АМ#YS5r5Cpsov
Фимошина Виктория Романовна#Левотироксин#1814-03-23#Chemical_72 Chemical_3 Chemical_59#Фимошина_ВР#stmkH83nsW
Крыницкий Владимир Борисович#Омепразол#0959-10-21#Chemical_4 Chemical_20 Chemical_41#Крыницкий_ВБ#juCcg10ep9
Косых Жанна Михайловна#Пентоксифиллин#1449-09-05#Chemical_87 Chemical_89 Chemical_72#Косых_ЖМ#JnrOrs7EUT
Кваснинов Кирилл Адамович#Ретардин#1267-09-14#Chemical_22 Chemical_11 Chemical_68#Кваснинов_КА#mlxZfs5RIe
Чундерова Катерина Никитична#Колчицин#1755-10-02#Chemical_68 Chemical_17 Chemical_74#Чундерова_КН#UizlIyBMO2
Худаева Виктория Богдановна#Диклофенак#1833-07-23#Chemical_29 Chemical_53 Chemical_96#Худаева_ВБ#rgcvgRCTCr
Хапилов Герасим Денисович#Пропанолол#1458-04-23#Chemical_10 Chemical_64 Chemical_91#Хапилов_ГД#icBMYnJ79H
Ордянская Елизавета Вадимовна#Енап#1926-02-14#Chemical_5 Chemical_9 Chemical_36#Ордянская_ЕВ#cqd1dI20rE
Бахматова Вера Борисовна#Гропирон#1575-12-23#Chemical_89 Chemical_82 Chemical_73#Бахматова_ВБ#ZEZ0Hod6wk
Хатуцкая Галина Романовна#Урсофальк#1518-09-04#Chemical_81 Chemical_50 Chemical_46#Хатуцкая_ГР#H8PZrKoSUA
Левжинская Екатерина Кирилловна#Атенолол#1830-03-09#Chemical_98 Chemical_91 Chemical_74#Левжинская_ЕК#GkqCZHUXDF
Колбиев Андрей Георгиевич#Миртазапин#1963-09-11#Chemical_91 Chemical_45 Chemical_71#Колбиев_АГ#akeXnN7r8q
Мамсуров Валентин Алексеевич#Урсофальк#1824-07-22#Chemical_73 Chemical_82 Chemical_41#Мамсуров_ВА#oi3JHtny6q
Нягусева Клара Никитична#Бактрим#1971-09-01#Chemical_46 Chemical_84 Chemical_83#Нягусева_КН#2zURnYLnw4
Биклинев Никита Фёдорович#Евалар солгар мультивитамини#1124-08-10#Chemical_26 Chemical_95 Chemical_71#Биклинев_НФ#46FWS4lqnx
Осоргин Григорий Денисович#Зылорик#1201-05-27#Chemical_63 Chemical_98 Chemical_69#Осоргин_ГД#lRuKz8KAD8
Поводова Вероника Федоровна#Лозартан#1520-08-22#Chemical_3 Chemical_5 Chemical_44#Поводова_ВФ#ToPbclmi0f
Шишанкова Алла Алексеевна#Бензоилпероксид#1115-02-04#Chemical_77 Chemical_66 Chemical_79#Шишанкова_АА#6MZTFdD9c2
Скарлыкин Павел Яковлевич#Золедроновая кислота#1037-07-04#Chemical_5 Chemical_93 Chemical_49#Скарлыкин_ПЯ#KCom3M787z
Корельцев Валерий Адамович#Валидол#2021-11-07#Chemical_26 Chemical_60 Chemical_42#Корельцев_ВА#dnsQ1Knafk
Сочинский Владислав Антонович#Пилипен#1773-11-11#Chemical_97 Chemical_8 Chemical_73#Сочинский_ВА#OW4sAxdb7y
Крамина Клара Дмитриевна#Мелатонин#1449-09-06#Chemical_85 Chemical_77 Chemical_17#Крамина_КД#P1hU7xc4sl
Мошаева Кира Валерьевна#Глюкозамин#1709-01-08#Chemical_25 Chemical_79 Chemical_11#Мошаева_КВ#yemhRKuXhx
Ахмадуллин Александр Евгеньевич#Амитриптилин#0960-12-26#Chemical_90 Chemical_77 Chemical_84#Ахмадуллин_АЕ#vomz3hRKFG
Бургов Иван Михаилович#Итрафунгол#1145-09-06#Chemical_26 Chemical_92 Chemical_80#Бургов_ИМ#QZtSOBFRtf
Мошевитин Юрий Виталиевич#Линезолид#1181-11-22#Chemical_48 Chemical_97 Chemical_5#Мошевитин_ЮВ#Zu4Vx8pa0r
Макарова София Ивановна#Левофлоксацин#1331-02-21#Chemical_69 Chemical_61 Chemical_62#Макарова_СИ#XwQ5p9vb8W
Ганчева Кира Олеговна#Зылорик#1288-08-10#Chemical_39 Chemical_83 Chemical_73#Ганчева_КО#DQNLj6Bvhg
Алятин Эдуард Романович#Кладрибин#1409-03-13#Chemical_51 Chemical_70 Chemical_29#Алятин_ЭР#k3akq9vFjQ
Глинкин Владимир Викторович#Пентоксифиллин#1637-09-23#Chemical_11 Chemical_18 Chemical_63#Глинкин_ВВ#ye2oES4Mc6
Строгалев Леонид Вадимович#Пропанолол#1530-12-11#Chemical_31 Chemical_96 Chemical_91#Строгалев_ЛВ#I4TD73e6fP
Гирина Ева Никитична#Живина#1850-01-12#Chemical_94 Chemical_8 Chemical_86#Гирина_ЕН#jaGdSwH754
Нецкина Елизавета Василевна#Вальтрекс#0901-02-23#Chemical_27 Chemical_12 Chemical_63#Нецкина_ЕВ#XTPiSDgZ9o
Тахтауров Эдуард Данилович#Норматен#1717-01-20#Chemical_92 Chemical_81 Chemical_32#Тахтауров_ЭД#JFqXZTZ8UM
Новеньких Валерий Борисович#Азитромицин#1107-06-25#Chemical_98 Chemical_81 Chemical_70#Новеньких_ВБ#ePJ8JmS3he
